LAMOST,Sname,RAdeg,DEdeg,Teff_li,e_Teff_li,logg_li,e_logg_li,FeH_li,e_FeH_li,sng,rv,rv_err
J082209.21+200813.8,"spec-57032-GAC125N19B2_sp04-066         ",125.53837,20.137163,6051.9,182.2,2.2,0.72,-2.49,0.18,50.1,-152.49,4.07
J082300.97+341609.7,"spec-56298-HD082137N335612M01_sp04-053  ",125.75402,34.269367,6141.5,195.1,3.38,0.58,-2.09,0.17,65.6,108.96,4.06
J082312.44+214942.2,"spec-56980-GAC125N19B1_sp11-236         ",125.80182,21.8284,5098.4,229.9,1.16,0.49,-2.23,0.17,47.1,163.73,4.38
J082330.57+360352.4,"spec-56298-HD082137N335612M01_sp11-125  ",125.877365,36.064568,6300.6,183.4,3.0,0.59,-2.72,0.23,34.8,-33.35,7.24
J082346.20-042107.9,"spec-56649-GAC126S04V2_sp04-040         ",125.9425,-4.352188,6170.8,188.5,3.41,0.57,-2.05,0.17,55.5,36.12,3.42
J082348.03+001940.7,"spec-56622-GAC126S01V2_sp15-225         ",125.95013,0.327981,6184.5,183.3,3.54,0.51,-2.19,0.17,18.2,-38.18,9.21
J082401.86+422448.9,"spec-57066-HD081449N430205M01_sp06-193  ",126.00777,42.41357,6250.0,150.0,3.25,0.56,-2.06,0.17,23.2,-68.6,8.03
J082408.15+275117.2,"spec-56306-HD083217N291909F01_sp02-083  ",126.03397,27.854774,5725.9,202.1,3.37,0.57,-2.17,0.12,14.8,113.88,9.58
J082429.66+131012.8,"spec-57106-HD082802N114223V01_sp15-172  ",126.1236,13.17023,5290.1,210.0,2.94,0.54,-2.46,0.17,88.0,1.98,3.66
J082438.38+175350.0,"spec-56980-GAC125N19B1_sp01-120         ",126.15992,17.89723,6250.0,150.0,3.14,0.63,-2.3,0.17,83.5,178.19,3.02
J082456.15+494555.2,"spec-56302-HD082820N494114B01_sp04-168  ",126.233955,49.76534,6155.9,192.5,3.51,0.57,-2.14,0.17,43.7,67.08,4.51
J082533.57+182230.8,"spec-57032-GAC125N19B2_sp07-106         ",126.38988,18.375217,6051.9,182.2,3.4,0.52,-2.38,0.2,17.0,245.28,10.84
J082536.57+315830.3,"spec-56964-HD082137N335612V01_sp07-229  ",126.40236,31.975082,6183.4,203.7,3.38,0.58,-2.15,0.17,70.0,-58.28,3.8
J082542.40+115258.3,"spec-57106-HD082802N114223B01_sp04-012  ",126.42666,11.882865,6611.2,136.5,3.5,0.49,-3.18,0.2,29.7,73.72,7.31
J082543.39+412639.9,"spec-57044-HD083110N401329M01_sp16-158  ",126.430786,41.44442,6500.0,150.0,3.3,0.52,-3.55,0.22,20.5,48.99,7.57
J082606.07+115559.6,"spec-57106-HD082802N114223B01_sp04-019  ",126.525276,11.933209,6210.5,190.5,3.06,0.65,-2.07,0.17,35.0,258.9,6.56
J082616.96+104226.2,"spec-57106-HD082802N114223B01_sp05-029  ",126.570656,10.707268,6132.3,215.5,3.36,0.68,-2.05,0.17,65.7,60.85,3.41
J082621.19+340657.3,"spec-56298-HD082137N335612F01_sp09-011  ",126.5883,34.11592,6155.9,192.5,3.23,0.62,-2.16,0.14,18.2,-19.13,7.05
J082634.00+233922.1,"spec-57077-HD083602N240304M01_sp10-125  ",126.641685,23.656147,6184.5,183.3,3.76,0.5,-2.32,0.17,23.3,110.17,7.27
J082728.94+393258.8,"spec-56304-HD083110N401329F01_sp03-002  ",126.870575,39.549675,5007.3,225.3,3.23,0.46,-2.26,0.23,19.2,210.91,9.06
J082737.99+064613.6,"spec-57120-HD082833N065753B01_sp04-176  ",126.90831,6.770451,5447.0,197.5,3.38,0.57,-2.21,0.12,79.4,78.22,3.63
J082742.26+180142.1,"spec-56980-GAC125N19B1_sp07-207         ",126.9261,18.028374,6170.8,188.5,3.17,0.67,-2.24,0.12,17.5,132.59,9.05
J082802.96+042105.9,"spec-57104-HD082620N022924V01_sp11-067  ",127.012344,4.351626,6037.3,135.1,3.04,0.64,-2.41,0.17,83.5,80.45,2.93
J082810.29+003705.9,"spec-56622-GAC126S01V1_sp12-066         ",127.04288,0.618301,6170.8,188.5,3.41,0.57,-2.23,0.17,105.6,300.84,4.53
J082810.32+003706.5,"spec-57104-HD082620N022924V01_sp01-121  ",127.04298,0.618464,6024.1,202.1,3.06,0.65,-2.19,0.12,133.3,300.86,3.63
J082835.81+535525.6,"spec-56699-HD083725N555909B_sp02-201    ",127.14921,53.92378,6250.0,150.0,3.4,0.64,-2.52,0.18,44.7,206.45,4.03
J082845.31+390652.4,"spec-57044-HD083110N401329M01_sp05-046  ",127.188805,39.114548,6224.0,189.6,3.21,0.58,-2.28,0.17,76.8,-81.22,3.57
J082913.86+074625.3,"spec-57120-HD082833N065753B01_sp15-122  ",127.307755,7.773687,6250.0,170.5,3.38,0.62,-2.64,0.2,63.1,29.28,3.3
J082930.49+340023.8,"spec-56964-HD082137N335612V01_sp13-221  ",127.377045,34.006622,6050.6,183.4,2.75,0.67,-2.43,0.17,80.3,-34.81,7.37
J082934.66+073818.0,"spec-57120-HD082833N065753B01_sp15-103  ",127.39442,7.63833,5658.8,171.5,2.52,0.76,-2.37,0.12,46.2,289.09,4.5
J082938.84+293807.7,"spec-56306-HD083217N291909F01_sp04-006  ",127.41185,29.635464,6237.8,212.3,3.35,0.6,-2.1,0.12,37.0,-107.4,5.67
J082948.69+290616.3,"spec-56306-HD083217N291909F01_sp04-177  ",127.452866,29.104538,5788.1,260.4,2.16,0.68,-2.63,0.24,35.9,51.13,5.58
J083006.47+415647.5,"spec-57044-HD083110N401329M01_sp11-088  ",127.52697,41.94652,5651.5,268.0,4.06,0.36,-2.31,0.17,21.2,-27.7,8.23
J083011.51+222856.4,"spec-56660-HD083602N240304V01_sp02-142  ",127.54797,22.482334,5658.5,307.0,4.32,0.34,-2.09,0.18,40.4,140.96,5.7
J083036.26+383608.2,"spec-57044-HD083110N401329M01_sp01-166  ",127.65109,38.602287,6141.5,195.1,3.56,0.54,-2.04,0.17,30.1,-81.1,6.6
J083042.17+501056.4,"spec-56018-GAC_129N49_V1_sp15-061       ",127.6757,50.182346,5847.4,136.2,3.95,0.45,-2.48,0.19,30.0,83.84,4.32
J083112.42+391054.2,"spec-57044-HD083110N401329M01_sp05-147  ",127.80175,39.181732,6420.8,188.5,3.69,0.48,-2.17,0.17,14.9,68.17,10.36
J083145.34+201929.9,"spec-56980-GAC125N19B1_sp13-036         ",127.9389,20.324965,6103.0,212.9,3.47,0.49,-2.15,0.14,20.5,25.66,11.23
J083227.38+161725.2,"spec-55977-F5597707_sp14-072            ",128.11409,16.290323,6288.1,260.4,2.75,0.67,-2.2,0.17,25.9,214.16,6.74
J083240.45+332820.5,"spec-56355-HD084033N331638F01_sp14-069  ",128.16853,33.47237,6141.5,195.1,3.66,0.52,-2.09,0.17,17.8,-0.95,6.18
J083248.97+450808.6,"spec-57076-HD083415N451147M01_sp04-172  ",128.20406,45.13573,5836.2,245.1,3.2,0.72,-2.36,0.18,18.0,72.02,9.88
J083250.94+163554.1,"spec-55977-F5597707_sp14-175            ",128.21223,16.598352,6250.0,150.0,3.77,0.56,-2.7,0.23,34.5,271.05,5.73
J083258.32+245001.0,"spec-56660-HD083602N240304V01_sp15-249  ",128.24298,24.833618,6211.9,260.4,3.38,0.58,-2.29,0.17,80.7,72.3,3.82
J083319.83+102558.4,"spec-57061-HD084052N094927V01_sp14-206  ",128.33264,10.432902,5959.9,210.0,3.35,0.6,-2.1,0.14,78.0,178.9,3.59
J083349.87+453412.8,"spec-57076-HD083415N451147M01_sp04-029  ",128.45778,45.570225,6276.0,189.6,3.04,0.62,-2.5,0.21,22.6,23.33,9.18
J083414.87+441357.5,"spec-57076-HD083415N451147M01_sp05-111  ",128.56195,44.232628,6083.8,133.9,3.9,0.49,-2.45,0.17,14.1,-44.48,9.38
J083432.45+280500.6,"spec-56306-HD083217N291909F01_sp08-190  ",128.6352,28.083498,6422.6,170.3,3.64,0.51,-2.65,0.25,30.6,134.89,5.5
J083441.93+482612.2,"spec-56018-GAC_129N49_V1_sp05-028       ",128.67468,48.43673,6436.1,186.2,3.62,0.52,-2.61,0.21,40.6,39.37,4.45
J083448.93+230734.4,"spec-56660-HD083602N240304V01_sp05-028  ",128.70387,23.12623,5474.0,189.6,3.22,0.44,-2.51,0.17,95.5,123.23,3.4
J083454.78+410049.1,"spec-57044-HD083110N401329M01_sp09-027  ",128.72826,41.01365,5664.1,281.3,3.93,0.38,-2.43,0.18,19.4,-49.93,6.6
J083501.30+080217.9,"spec-57120-HD082833N065753B01_sp13-103  ",128.75542,8.038311,6053.0,197.5,3.51,0.51,-2.06,0.12,46.9,223.6,5.36
J083524.04+485118.7,"spec-57046-HD082820N494114M01_sp08-148  ",128.85019,48.855198,5959.9,210.0,3.35,0.6,-2.06,0.12,57.0,154.65,4.98
J083534.51+174830.3,"spec-55977-F5597707_sp16-072            ",128.89378,17.808409,5611.2,136.5,2.35,0.73,-2.12,0.14,21.8,124.65,4.14
J083543.50+082330.6,"spec-57120-HD082833N065753B01_sp12-120  ",128.93126,8.391838,5225.9,202.1,2.13,0.55,-2.51,0.17,20.4,232.61,8.92
J083551.89+334022.2,"spec-57010-HD084033N331638V01_sp03-222  ",128.9662,33.672825,6197.0,197.5,3.26,0.57,-2.22,0.17,81.4,37.13,4.88
J083608.80+281810.3,"spec-56306-HD083217N291909F01_sp08-120  ",129.03667,28.30286,5673.7,294.3,3.38,0.52,-2.3,0.14,41.1,-77.05,4.11
J083609.35+180650.8,"spec-55977-F5597707_sp16-146            ",129.03896,18.114117,6250.0,150.0,3.23,0.62,-2.7,0.21,72.5,3.88,3.11
J083610.79+162442.4,"spec-55977-F5597707_sp03-220            ",129.04495,16.411785,6183.4,203.7,3.23,0.68,-2.3,0.14,29.1,5.97,7.56
J083614.74+395143.1,"spec-57044-HD083110N401329M01_sp08-229  ",129.0614,39.86196,5975.9,202.1,3.06,0.65,-2.2,0.17,28.8,124.89,7.32
J083658.43+251925.9,"spec-57077-HD083602N240304M01_sp15-044  ",129.24344,25.323874,5809.3,292.2,3.64,0.5,-2.23,0.17,12.2,41.54,9.63
J083720.08+275308.0,"spec-56963-HD083217N291909V_sp07-109    ",129.33366,27.885563,5959.9,210.0,3.26,0.67,-2.29,0.14,25.4,26.05,5.41
J083733.07+122429.7,"spec-57106-HD082802N114223B01_sp13-014  ",129.3878,12.408257,5946.3,217.1,3.41,0.57,-2.12,0.17,39.0,-76.98,4.81
J083750.25+431959.4,"spec-57076-HD083415N451147M01_sp07-007  ",129.4594,43.33317,6210.5,190.5,3.44,0.57,-2.06,0.17,27.4,57.16,8.17
J083752.89+033705.8,"spec-57060-HD084534N043951V01_sp10-046  ",129.47035,3.61829,5012.2,212.3,2.81,0.56,-2.1,0.24,23.0,111.07,3.52
J083826.55+391120.2,"spec-56304-HD083110N401329F01_sp06-025  ",129.61063,39.188957,6250.0,150.0,3.49,0.51,-2.15,0.17,40.3,-81.85,5.46
J083848.61+294203.6,"spec-56994-HD084531N282643B01_sp16-085  ",129.70253,29.700996,5686.1,186.2,3.84,0.49,-2.44,0.17,19.1,-10.41,6.75
J083907.11+192024.9,"spec-56271-HD084620N203659M01_sp02-043  ",129.77963,19.34024,5270.0,233.8,3.62,0.49,-2.16,0.22,22.1,126.18,8.07
J083931.95+361426.9,"spec-57018-HD084649N380231V01_sp02-132  ",129.88315,36.240814,5024.1,202.1,2.12,0.48,-2.34,0.18,53.6,64.07,3.63
J083947.24+181200.0,"spec-55977-F5597707_sp11-177            ",129.94682,18.200006,6024.1,202.1,2.86,0.51,-2.24,0.12,23.9,-34.17,9.49
J083955.19+390501.5,"spec-56304-HD083110N401329F01_sp06-204  ",129.97995,39.083763,6398.1,154.5,3.37,0.59,-2.63,0.23,22.7,-47.26,9.18
J084028.92+293804.4,"spec-56752-GAC131N28V1_sp14-097         ",130.1205,29.63456,5959.9,210.0,3.15,0.67,-2.03,0.14,35.4,-102.15,5.37
J084125.49+375052.2,"spec-57092-HD084649N380231M01_sp03-090  ",130.3562,37.847843,5679.0,273.2,3.52,0.46,-2.4,0.15,25.9,-192.65,9.01
J084125.81+270410.5,"spec-56308-HD084531N282643F01_sp02-227  ",130.35753,27.069576,6065.5,183.3,2.5,0.78,-2.17,0.17,20.1,76.61,8.83
J084139.88+442755.0,"spec-56618-GAC131N42V1_sp11-157         ",130.41617,44.46528,5197.0,197.5,2.16,0.61,-2.22,0.22,195.4,-82.88,3.26
J084139.90+442755.0,"spec-56974-HD083415N451147V01_sp06-232  ",130.41623,44.46527,5336.2,245.1,2.63,0.56,-2.38,0.16,137.7,-76.78,3.09
J084140.57+390549.0,"spec-56982-HD083110N401329V01_sp06-123  ",130.41904,39.096943,6224.0,189.6,3.03,0.67,-2.13,0.17,70.8,126.98,4.03
J084145.19+304906.9,"spec-56355-HD084033N331638F01_sp01-005  ",130.43828,30.818586,6209.9,210.0,3.41,0.54,-2.03,0.12,16.0,227.26,8.44
J084145.79-031836.6,"spec-57045-HD084826S023115B01_sp10-069  ",130.4408,-3.310153,5313.9,186.2,2.31,0.56,-2.29,0.17,51.1,179.22,4.95
J084146.63+540043.3,"spec-57003-HD085306N522324V01_sp16-215  ",130.44429,54.012028,6250.0,150.0,1.87,0.66,-2.7,0.21,34.6,-28.61,4.78
J084153.52+120622.6,"spec-57061-HD084052N094927V01_sp11-212  ",130.47302,12.106288,5563.9,186.2,2.31,0.62,-2.42,0.18,34.4,100.48,5.3
J084156.37-015659.8,"spec-57045-HD084826S023115B01_sp14-173  ",130.48488,-1.949949,5619.4,318.9,4.27,0.34,-2.24,0.18,27.4,101.82,5.99
J084207.03+323837.6,"spec-56355-HD084033N331638F01_sp08-164  ",130.52928,32.643764,6210.5,190.5,3.32,0.56,-2.16,0.17,50.3,-29.03,5.65
J084209.93-014354.1,"spec-57054-HD084826S023115V01_sp14-093  ",130.54138,-1.731691,6320.1,128.6,3.53,0.49,-3.73,0.22,70.0,198.05,2.53
J084237.70+324838.2,"spec-56355-HD084033N331638F01_sp08-226  ",130.6571,32.81062,6000.0,203.1,3.03,0.67,-2.32,0.17,28.1,268.98,6.34
J084244.26+340712.1,"spec-56355-HD084033N331638F01_sp09-155  ",130.68442,34.120014,6000.0,192.1,3.4,0.5,-2.18,0.17,17.6,-114.88,7.84
J084246.71+304436.7,"spec-56308-HD084531N282643F01_sp11-151  ",130.69463,30.743538,6238.0,193.5,3.24,0.6,-2.18,0.14,25.9,-93.76,7.18
J084250.08+433226.5,"spec-56293-GAC130N45V1_sp01-017         ",130.70865,43.540688,5720.5,254.5,3.72,0.44,-2.18,0.12,21.6,-51.13,6.23
J084253.40+300553.9,"spec-57016-HD084531N282643M01_sp16-123  ",130.7225,30.098309,6196.3,217.1,3.7,0.55,-2.03,0.12,16.0,85.44,6.82
J084322.82+282958.5,"spec-56994-HD084531N282643B01_sp04-161  ",130.84511,28.499592,6024.1,202.1,3.36,0.51,-2.13,0.12,34.2,-106.83,6.04
J084334.67+042842.3,"spec-57060-HD084534N043951V01_sp04-190  ",130.89445,4.478403,5383.1,344.9,4.4,0.32,-2.33,0.22,132.4,83.56,3.32
J084434.17+374119.0,"spec-57092-HD084649N380231M01_sp04-137  ",131.14238,37.688606,6170.8,188.5,3.51,0.51,-2.23,0.17,19.2,-42.94,8.75
J084458.01+303106.8,"spec-56994-HD084531N282643B01_sp11-185  ",131.2417,30.518543,5918.6,208.9,3.59,0.61,-2.09,0.17,23.2,125.83,7.69
J084507.08+015010.9,"spec-56753-HD084954N022145V01_sp03-229  ",131.27948,1.836369,6250.0,150.0,3.09,0.62,-2.3,0.17,125.8,194.86,3.2
J084515.47+475519.9,"spec-57083-HD085912N480230V01_sp10-137  ",131.31448,47.922195,5613.5,234.3,3.13,0.56,-2.07,0.13,18.9,-129.96,5.35
J084522.53+205354.0,"spec-56625-GAC133N19V1_sp14-020         ",131.34389,20.898344,5053.0,197.5,1.22,0.55,-2.28,0.2,145.8,141.39,2.9
J084539.07+225619.0,"spec-56660-HD083602N240304V01_sp06-118  ",131.4128,22.93862,5696.9,283.0,2.95,0.57,-2.25,0.17,30.5,357.81,3.75
J084555.52+054142.0,"spec-57060-HD084534N043951V01_sp15-145  ",131.48135,5.695004,5448.9,343.2,4.34,0.31,-2.02,0.24,95.7,163.81,3.39
J084628.53+301100.6,"spec-56994-HD084531N282643B01_sp11-057  ",131.6189,30.1835,6024.1,202.1,3.27,0.55,-2.03,0.12,15.7,100.14,9.76
J084636.37+540016.4,"spec-56699-HD083725N555909B_sp07-225    ",131.65155,54.004566,5612.5,319.0,2.99,0.51,-2.31,0.17,27.1,-194.8,5.95
J084637.27+253424.0,"spec-56628-HD085527N262435M01_sp10-188  ",131.65529,25.573338,6209.9,210.0,3.21,0.61,-2.24,0.12,19.0,39.42,10.71
J084700.16+280243.2,"spec-56994-HD084531N282643B01_sp04-082  ",131.75067,28.04533,6066.6,203.7,2.25,0.53,-2.24,0.12,21.3,64.14,8.84
J084708.68+191437.4,"spec-57063-HD084620N203659B01_sp05-025  ",131.78616,19.24371,5210.5,190.5,2.49,0.62,-2.62,0.14,26.6,298.83,7.98
J084710.54+322754.4,"spec-56654-HD085234N322826B01_sp03-087  ",131.79391,32.465122,5918.6,208.9,3.59,0.61,-2.2,0.17,49.1,-80.02,5.94
J084732.39+373100.2,"spec-57092-HD084649N380231M01_sp04-084  ",131.88495,37.516716,6053.0,197.5,3.27,0.55,-2.2,0.12,17.8,-11.95,10.25
J084732.66+332929.3,"spec-56355-HD084033N331638M01_sp09-128  ",131.8861,33.491463,6250.0,150.0,3.28,0.66,-2.67,0.22,55.3,61.0,4.01
J084736.73+275958.4,"spec-56994-HD084531N282643B01_sp08-226  ",131.90305,27.99955,6024.1,202.1,2.72,0.71,-2.37,0.18,18.2,113.43,9.05
J084812.97+275841.5,"spec-56628-HD085527N262435M01_sp16-223  ",132.05405,27.978195,6050.6,183.4,2.75,0.67,-2.37,0.17,41.6,8.49,8.75
J084818.94+370634.8,"spec-57000-HD084649N380231V01_sp05-123  ",132.07892,37.109665,5762.2,212.3,3.65,0.49,-2.08,0.12,25.9,102.92,4.34
J084902.30+265038.0,"spec-56628-HD085527N262435M01_sp14-170  ",132.2596,26.84389,6198.1,182.2,3.84,0.44,-2.08,0.17,28.6,287.23,6.74
J084916.22+132333.3,"spec-56325-HD085101N152102F01_sp01-057  ",132.3176,13.392572,5460.1,275.1,2.39,0.64,-2.27,0.12,32.3,30.67,5.03
J084917.98+510627.1,"spec-57003-HD085306N522324V01_sp05-209  ",132.32492,51.107517,5500.0,150.0,3.84,0.44,-2.49,0.17,34.9,-5.82,4.62
J084920.50+283354.4,"spec-56994-HD084531N282643B01_sp09-008  ",132.33542,28.565117,6210.5,190.5,3.32,0.56,-2.19,0.17,22.9,131.36,8.66
J084931.27+270344.9,"spec-56994-HD084531N282643B01_sp07-107  ",132.38028,27.062468,5262.2,212.3,3.08,0.5,-2.18,0.12,50.0,172.65,4.78
J084931.27+270345.0,"spec-56308-HD084531N282643F01_sp07-107  ",132.3803,27.06251,5262.2,212.3,3.14,0.51,-2.23,0.17,60.6,171.99,3.68
J084941.29+291856.8,"spec-56994-HD084531N282643B01_sp09-044  ",132.42203,29.315783,6155.9,192.5,3.34,0.58,-2.13,0.17,61.9,-62.22,3.57
J084942.17+001213.4,"spec-56753-HD084954N022145V01_sp01-078  ",132.4257,0.203716,5762.2,212.3,2.92,0.62,-2.21,0.12,84.0,248.97,3.76
J084950.75+191411.5,"spec-57063-HD084620N203659B01_sp08-222  ",132.46146,19.23653,6429.9,128.6,3.36,0.51,-3.28,0.25,72.6,47.93,8.07
J085001.67+295126.7,"spec-56752-GAC131N28V1_sp09-073         ",132.50697,29.857412,5471.8,291.9,2.61,0.6,-2.95,0.14,34.7,-126.99,4.9
J085007.44+170216.5,"spec-56325-HD085101N152102F01_sp11-088  ",132.53098,17.037918,6210.5,190.5,3.32,0.56,-2.23,0.17,25.0,138.5,7.24
J085008.13+192506.5,"spec-57063-HD084620N203659B01_sp08-106  ",132.53387,19.418472,6084.1,225.0,3.57,0.51,-2.32,0.14,16.7,100.5,7.82
J085009.78+364037.5,"spec-57018-HD084649N380231V01_sp08-219  ",132.54076,36.677086,6037.3,135.1,3.04,0.64,-2.33,0.17,69.2,13.85,5.28
J085020.79+245105.1,"spec-56628-HD085527N262435M01_sp02-250  ",132.58664,24.851412,5564.7,259.5,3.95,0.5,-2.17,0.19,18.7,-15.26,8.88
J085023.03+324853.1,"spec-56355-HD084033N331638F01_sp06-132  ",132.59595,32.814762,6000.0,203.1,3.03,0.67,-2.09,0.17,21.7,110.34,7.52
J085038.87+414348.7,"spec-56618-GAC131N42V1_sp08-061         ",132.66197,41.730198,5065.5,183.3,1.17,0.55,-2.34,0.17,250.2,-147.09,2.29
J085039.88+433745.0,"spec-56618-GAC131N42V1_sp12-082         ",132.66615,43.629158,5063.0,237.7,1.98,0.57,-2.25,0.17,70.0,-64.28,2.82
J085040.13-030536.5,"spec-57045-HD084826S023115B01_sp08-156  ",132.6672,-3.093466,6250.0,150.0,3.12,0.62,-2.38,0.17,77.9,3.92,3.5
J085041.95+265537.1,"spec-56628-HD085527N262435M01_sp03-209  ",132.6748,26.926987,6158.8,171.5,3.62,0.5,-2.2,0.17,52.2,77.94,6.74
J085045.53+263501.4,"spec-56628-HD085527N262435M01_sp03-073  ",132.68971,26.583712,5959.9,210.0,3.24,0.6,-2.06,0.14,15.9,108.17,11.13
J085053.91+282750.9,"spec-56308-HD084531N282643F01_sp09-236  ",132.72462,28.464136,6183.4,203.7,3.46,0.51,-2.04,0.17,44.4,-175.62,4.31
J085100.06+300912.7,"spec-56994-HD084531N282643B01_sp12-036  ",132.75023,30.153526,6329.2,188.5,3.32,0.57,-2.02,0.18,16.7,88.15,11.58
J085100.29+201221.8,"spec-56271-HD084620N203659M01_sp08-062  ",132.7512,20.206068,6198.1,182.2,3.44,0.58,-2.13,0.17,24.1,85.23,7.25
J085108.70+013859.3,"spec-56753-HD084954N022145V01_sp08-155  ",132.78627,1.649801,5834.2,260.9,4.22,0.34,-2.16,0.17,147.6,112.66,3.27
J085116.52+334348.2,"spec-56654-HD085234N322826B01_sp15-219  ",132.81882,33.73006,5612.5,319.0,2.69,0.62,-2.39,0.17,24.5,-23.0,8.01
J085137.04+260117.2,"spec-56628-HD085527N262435M01_sp03-038  ",132.90434,26.021458,6000.0,130.1,3.27,0.63,-2.63,0.2,25.4,133.95,8.15
J085148.80+334134.1,"spec-56654-HD085234N322826B01_sp15-021  ",132.95334,33.69281,6095.7,211.7,3.31,0.65,-2.04,0.17,100.9,308.18,3.78
J085150.56+340757.7,"spec-56667-HD085234N322826M_sp11-099    ",132.96068,34.132687,5987.8,212.3,3.24,0.6,-2.15,0.12,19.4,63.77,9.14
J085203.20+254123.8,"spec-56628-HD085527N262435M01_sp05-065  ",133.01332,25.689955,5360.7,252.9,4.3,0.34,-2.28,0.17,34.3,-30.91,5.75
J085206.07+015351.5,"spec-56316-GAC134N02V1_sp03-238         ",133.02528,1.897643,5568.5,244.6,2.57,0.6,-2.33,0.12,18.7,185.66,7.26
J085208.07+262730.1,"spec-56994-HD084531N282643B01_sp07-223  ",133.03363,26.458351,5847.4,136.2,2.92,0.57,-2.34,0.17,41.3,-56.83,5.39
J085219.43+383913.9,"spec-57092-HD084649N380231M01_sp09-196  ",133.08098,38.653866,6000.0,184.9,3.05,0.57,-2.51,0.22,29.0,-17.14,7.19
J085244.07-010250.1,"spec-57105-HD090135S000003B01_sp02-161  ",133.18364,-1.047248,6150.5,192.1,3.19,0.62,-2.12,0.12,18.0,65.16,8.1
J085317.47+291913.5,"spec-57016-HD084531N282643M01_sp13-106  ",133.32278,29.320408,5835.5,190.4,2.22,0.81,-2.53,0.21,15.1,-55.09,8.32
J085351.07+531909.0,"spec-57003-HD085306N522324B01_sp15-148  ",133.46281,53.31918,5975.9,202.1,3.24,0.6,-2.22,0.17,38.4,-0.13,3.5
J085356.41+260515.3,"spec-56628-HD085527N262435M01_sp04-198  ",133.48505,26.08759,6416.2,133.9,3.28,0.56,-2.84,0.25,97.8,217.72,3.18
J085410.43+304730.5,"spec-56667-HD085234N322826M_sp01-144    ",133.54346,30.791819,6420.8,188.5,2.98,0.7,-2.92,0.15,17.5,155.03,9.75
J085413.41+262756.3,"spec-56628-HD085527N262435M01_sp04-175  ",133.5559,26.465649,6290.1,210.0,3.79,0.47,-2.15,0.12,29.2,14.17,7.55
J085414.08+381928.2,"spec-57092-HD084649N380231M01_sp09-128  ",133.55865,38.324486,6379.4,175.7,2.9,0.69,-2.58,0.21,16.1,-117.67,14.6
J085420.69+395400.5,"spec-57018-HD084649N380231V01_sp12-200  ",133.58621,39.90014,5311.6,218.5,1.8,0.56,-2.3,0.18,39.5,14.89,5.56
J085456.97+251910.0,"spec-56628-HD085527N262435M01_sp05-049  ",133.73738,25.319439,6079.2,188.5,3.41,0.54,-2.06,0.12,19.9,101.41,8.28
J085459.75+301328.5,"spec-56654-HD085234N322826V01_sp01-189  ",133.74898,30.224586,5444.3,289.9,2.56,0.65,-2.0,0.24,98.7,27.43,2.86
J085500.75+275849.6,"spec-57016-HD084531N282643M01_sp06-133  ",133.75313,27.980438,5898.7,250.9,3.29,0.63,-2.12,0.17,16.9,239.29,8.44
J085517.25+315452.8,"spec-56667-HD085234N322826M_sp08-156    ",133.82187,31.91468,5975.9,202.1,3.28,0.56,-2.19,0.17,23.3,13.72,7.06
J085527.29+141931.2,"spec-55973-F5597302_sp05-090            ",133.8637,14.325342,6136.5,234.3,3.48,0.57,-2.56,0.19,19.5,89.67,6.05
J085547.32+302009.1,"spec-56654-HD085234N322826B01_sp07-161  ",133.94717,30.33587,6250.0,150.0,3.24,0.6,-2.91,0.25,31.7,-84.31,8.01
J085555.47+264658.2,"spec-56628-HD085527N262435M01_sp04-218  ",133.98112,26.782839,5873.1,280.6,2.92,0.68,-2.21,0.17,18.2,305.8,10.65
J085559.32+383945.4,"spec-56616-VB136N38V2_sp14-182          ",133.99718,38.662613,6250.0,192.1,3.14,0.59,-2.12,0.17,123.1,-86.62,3.53
J085605.56+253714.3,"spec-56628-HD085527N262435M01_sp05-121  ",134.02315,25.620651,6398.1,154.5,3.76,0.44,-2.6,0.21,19.4,2.36,7.75
J085610.69+274805.0,"spec-56308-HD084531N282643F01_sp06-153  ",134.04453,27.8014,5237.8,212.3,2.55,0.57,-2.41,0.17,50.5,27.56,4.27
J085623.88+013002.9,"spec-57105-HD090135S000003B01_sp16-082  ",134.09949,1.500813,6211.9,260.4,3.5,0.6,-2.25,0.17,32.8,101.08,5.21
J085638.91+265754.8,"spec-56628-HD085527N262435M01_sp04-210  ",134.16214,26.965212,5584.2,260.9,4.22,0.34,-2.31,0.17,21.6,-33.73,7.99
J085751.09+254323.7,"spec-56628-HD085527N262435M01_sp08-172  ",134.46286,25.723246,6250.0,150.0,3.4,0.64,-2.48,0.18,56.5,216.32,5.69
J085824.79+021828.1,"spec-57105-HD090135S000003B01_sp16-246  ",134.60327,2.307818,6237.8,212.3,3.87,0.49,-2.07,0.14,20.5,-173.93,10.99
J085847.88+401627.0,"spec-56616-VB136N38V1_sp16-028          ",134.6995,40.274166,5492.7,225.3,2.75,0.57,-2.06,0.2,30.4,-174.88,5.31
J085954.48+321449.5,"spec-56667-HD085234N322826M_sp06-048    ",134.97699,32.24707,5987.8,212.3,3.15,0.67,-2.03,0.14,27.2,169.01,8.77
J090002.47+135739.5,"spec-56369-HD090808N144241B01_sp10-100  ",135.0103,13.960964,6331.7,168.9,3.28,0.63,-2.52,0.2,18.7,67.47,9.85
